d,c,w,CA/FA ,Dmax,ratio of aggregate to binder,BFS,fly ash,Silicon,superplasticizer,age,w/b,fc
150,340,160,1.23,16,4.59,0,0,15,4.88,7,0.4,64.6
150,400,160,1.23,16,4.59,0,0,0,4.88,3,0.4,45.5
250,126.41,108,3,80,10.02,40,0,0,2.53,28,0.51,25.49
100,109.81,108,2.7,40,11.69,40,0,0,2.2,28,0.59,26.24
150,360,200,1.23,16,4.33,0,0,10,3.25,28,0.5,62.3
150,175,230,1.52,19,4.9,50,0,0,0,180,0.66,40.8
150,320,160,1.23,16,4.59,0,0,20,4.88,28,0.4,80.3
150,90,180,1.44,16,3.8,80,0,0,1.35,7,0.4,36.7
150,280,263,1.52,19,2.56,50,0,0,0,7,0.47,34.4
150,160,160,1.44,16,4.55,60,0,0,2.4,7,0.4,45.6
150,175,223,1.52,19,5.99,40,0,0,0,28,0.75,27
150,400,200,1.23,16,4.33,0,0,0,3.25,28,0.5,50
200,174.89,108,2.7,80,12.28,0,0,0,2.1,28,0.62,23.01
150,140,140,1.44,16,5.47,60,0,0,1.75,3,0.4,27.3
250,113.49,108,2.57,40,13.32,30,0,0,1.95,28,0.67,17.29
100,360,162,1.83,25,2.83,30,0,10,12,7,0.27,80.603
300,174.89,108,2.7,80,12.28,0,0,0,2.1,28,0.62,19.88
150,160,200,1.44,16,4.28,60,0,0,0,360,0.5,56
100,445,155.75,1.38,25,4,0,0,0,4.45,180,0.35,86.9
150,175,218,1.52,19,7.36,30,0,0,0,180,0.87,30.5
100,120,172,2,10,4.5,0,70,0,5.6,180,0.43,44.15
150,360,135,1.23,16,4.13,0,0,20,18.3,180,0.3,110
100,427,190,1.5,25,3.5,0,0,15,2,7,0.38,62.7
100,311.5,155.75,1.61,25,3.89,0,30,0,4.005,28,0.35,71.3
150,175,209,1.52,19,11.05,0,0,0,0,119,1.19,13.6
100,344,172,1.18,12.5,5.47,0,0,0,0.7,56,0.5,49.91
200,470,94,1.5,20,3.17,0,0,15,9.4,28,0.17,60.18
150,350,210,1.23,16,4.99,0,0,0,1.42,7,0.6,28
250,84.28,108,3,80,10.02,60,0,0,2.53,28,0.51,24.48
150,400,200,1.23,16,4.33,0,0,0,3.25,500,0.5,58.9
150,270,180,1.44,16,3.84,40,0,0,2.25,7,0.4,56.3
150,175,238,1.52,19,4.11,56,0,0,0,7,0.6,18.5
150,240,200,1.44,16,4.3,40,0,0,0,7,0.5,28.6
150,280,210,1.23,16,4.99,0,0,20,1.42,3,0.6,20.9
150,80,160,1.44,16,4.53,80,0,0,3.6,90,0.4,56.8
150,566,226,2.57,16,2.72,0,0,0,0,28,0.4,47.4
150,400,239,1.52,19,4.15,0,0,0,0,63,0.6,41.5
250,151.31,108,2.57,40,14.35,0,0,0,1.82,28,0.71,17.24
150,80,120,1.44,16,4.79,80,0,0,4.8,28,0.3,67.7
150,160,120,1.44,16,4.81,60,0,0,6,360,0.3,89.2
100,375,195,1.78,20,4.88,0,0,0,0,28,0.52,46.11
150,275,160,1.5,20,7.15,0,0,0,0,28,0.58,24.14
150,350,105,1.23,16,5.78,0,0,0,28.5,7,0.3,55
250,84.28,108,3,80,10.02,60,0,0,2.53,28,0.51,24.48
100,270,175,1.43,25,4.74,8,21,0,4.56,90,0.46,46.8
150,320,240,1.23,16,4.06,0,0,20,1.63,500,0.6,50.5
100,293.46,153.3,1.43,25,3.99,0,30,3,3.942,180,0.35,86.7
150,280,175,1.44,16,5.26,20,0,0,0,3,0.5,29.8
100,480,162,1.83,25,2.83,10,0,10,12,7,0.27,81.3475
150,118.5,197.5,1.5,20,4.57,70,0,0,0,14,0.5,29.8684
100,293.46,153.3,1.43,25,3.99,0,30,3,3.942,90,0.35,80.8
100,450,198,2.11,31.5,3.83,0,0,0,0,28,0.44,49.85
100,200,186,1.43,31.5,7.62,10,10,0,4.1,14,0.74,16.6
100,430,172,1.28,12.5,4.21,0,0,0,0.7,28,0.4,63.49
100,270,175,1.43,25,4.74,0,29,0,4.56,270,0.46,50.5
250,64.85,108,2.57,80,13.32,60,0,0,1.95,28,0.67,15.57
150,270,135,1.44,16,4.11,40,0,0,11.7,7,0.3,66.4
100,470,94,1.5,20,3.17,0,0,15,9.4,28,0.17,70.47
200,84.28,108,3,80,10.02,60,0,0,2.53,28,0.51,26.56
150,297.5,140,1.23,16,5.52,0,0,15,8.54,500,0.4,94
150,360,135,1.23,16,4.13,0,0,20,18.3,3,0.3,55.6
100,360,144,1.83,25,2.83,0,30,10,12,28,0.24,95.2436
150,350,175,1.44,16,5.27,0,0,0,0.7,90,0.5,61.5
150,245,239,1.52,19,3.88,42,0,0,0,28,0.57,41.4
150,197.5,197.5,1.5,20,4.57,50,0,0,0,28,0.5,41.4474
150,180,135,1.44,16,4.09,60,0,0,9,7,0.3,63.2
100,270,175,1.43,25,4.74,8,21,0,4.56,360,0.46,64
150,297.5,105,1.23,16,5.78,0,0,15,28.5,28,0.3,82.7
100,270,175,1.43,25,4.74,0,29,0,4.56,120,0.46,50.5
150,410,180,1.5,20,3.08,21,10,0,0,28,0.3,60.6
250,73.21,108,2.7,40,11.69,60,0,0,2.2,28,0.59,21.94
100,410,180,1.47,31.5,4.39,0,0,0,7.5,7,0.44,43.7
150,320,200,1.23,16,4.33,0,0,20,3.25,180,0.5,60.8
100,412,156.56,1.33,25,4.42,0,0,0,4.12,90,0.38,81.6
150,400,160,1.44,16,4.61,0,0,0,6,28,0.4,63.9
150,276.5,197.5,1.5,20,4.57,30,0,0,0,14,0.5,35.7895
150,240,160,1.44,16,4.56,40,0,0,4,7,0.4,50.6
150,245,250,1.52,19,3.13,50,0,0,0,14,0.51,33
100,268,150,1.33,25,5.3,0,25,0,3.57,90,0.42,52.5
150,300,225,1.52,19,5.94,0,0,0,0,180,0.75,33.1
150,240,120,1.44,16,4.84,40,0,0,9.6,3,0.3,48.5
150,350,232,1.52,19,4.92,0,0,0,0,28,0.66,35
150,537,214,2.22,16,2.97,0,0,0,0,28,0.4,50.5
150,554,250,2.84,16,2.69,0,0,0,0,28,0.45,44.5
150,280,247,1.52,19,3.24,42,0,0,0,14,0.51,37.5
150,400,124,1.86,25,3.57,0,20,0,6,28,0.25,62.4
150,360,225,1.44,16,3.6,20,0,0,0,7,0.5,33.2
150,210,261,1.52,19,2.69,61,0,0,0,14,0.48,24.3
100,354,172,1.43,12.5,3.66,0,25,0,0.75,3,0.36,32.96
100,64,161,2,20,6,80,0,0,0,1,0.5,2.73101
150,462,185,2.34,31.5,3.79,0,0,0,0,28,0.4,43.1
150,280,263,1.52,19,2.56,50,0,0,0,119,0.47,59.9
150,461,203,2.22,16,2.94,0,15,0,9.08,28,0.37,50.8
100,308.93,185.41,1.63,31.5,3.49,0,35,0,9.27,90,0.39,53.69
150,210,105,1.44,16,5.76,40,0,0,8.75,360,0.3,91.8
200,126.41,108,3,80,10.02,40,0,0,2.53,28,0.51,27.77
150,350,105,1.86,25,3.57,30,0,0,6,28,0.21,63.3
150,180,225,1.44,16,3.56,60,0,0,0,90,0.5,49.1
150,350,232,1.52,19,4.92,0,0,0,0,63,0.66,35.9
150,360,180,1.44,16,3.87,20,0,0,3.6,3,0.4,45.8
150,450,270,1.23,16,3.34,0,0,0,1.1,28,0.6,38.3
150,197.5,197.5,1.5,20,4.57,30,20,0,0,3,0.5,8.60743
100,129,161,2,20,6,60,0,0,0,14,0.5,36.2218
100,330,188,2.2,31.5,2.91,0,40,0,11,90,0.34,56.3
150,175,238,1.52,19,4.11,56,0,0,0,63,0.6,32.9
100,300,162,1.83,25,2.83,0,40,10,12,28,0.27,91.0112
100,318.182,175,1.7,20,6.26,0,0,0,0,28,0.55,26.06
100,225,198,2.11,31.5,3.83,0,50,0,0,28,0.44,28.057
250,113.49,108,2.57,80,13.32,30,0,0,1.95,28,0.67,16.25
150,197.5,197.5,1.5,20,4.57,50,0,0,0,3,0.5,9.47368
150,400,120,1.44,16,4.88,0,0,0,16,90,0.3,85.2
100,420,126,1.83,25,2.83,0,20,10,12,28,0.21,97.8723
150,175,215,1.52,19,8.86,18,0,0,0,119,1.01,20
150,140,175,1.44,16,5.21,60,0,0,0,28,0.5,45.1
100,120,172,2,10,4.5,0,70,0,5.6,365,0.43,50.25
150,406,162,1.63,20,2.86,0,20,10,6.72,14,0.28,76.1
150,360,270,1.23,16,3.34,0,0,20,1.1,500,0.6,41.6
150,400,120,1.44,16,4.88,0,0,0,16,28,0.3,80.7
150,400,200,1.44,16,4.34,0,0,0,0.4,7,0.5,34.9
150,80,120,1.44,16,4.79,80,0,0,4.8,7,0.3,48.5
150,175,230,1.52,19,4.9,50,0,0,0,7,0.66,19.1
100,97.27,108,2.57,40,13.32,40,0,0,1.95,28,0.67,19.35
150,382.5,180,1.23,16,3.87,0,0,15,5.49,28,0.4,87.7
150,350,105,1.86,25,3.57,0,30,0,6,3,0.21,32.6
150,280,236,1.52,19,4.15,30,0,0,0,28,0.59,41.8
150,210,219,1.52,19,7.2,18,0,0,0,14,0.86,18.3
150,315,105,1.23,16,5.78,0,0,10,28.5,500,0.3,90.5
150,73.21,108,2.7,40,11.69,60,0,0,2.2,28,0.59,24.18
300,81.06,108,2.57,80,13.32,50,0,0,1.95,28,0.67,15
150,240,160,1.44,16,4.56,40,0,0,4,90,0.4,77.9
100,502,190,1.5,25,3.5,0,0,0,2,28,0.38,65.35
100,352,190,1.5,25,3.49,0,30,0,2,7,0.38,51.6
100,318.79,159.4,1.88,31.5,2.9,0,43,0,11.16,7,0.29,45.27
150,400,124,1.86,25,3.57,0,20,0,6,7,0.25,52.5
100,400,128,2,10,4.5,0,0,0,0,7,0.32,56.27
150,363.85,180,1.5,20,4.15,4,13,0,0,28,0.41,54.5459
150,210,231,1.52,19,4.73,42,0,0,0,7,0.64,23.9
100,344,172,1.18,12.5,5.47,0,0,0,0.7,3,0.5,22.26
250,206.1,108,3,80,10.27,0,0,0,2.47,28,0.52,25.61
150,450,135,1.23,16,4.13,0,0,0,18.3,28,0.3,73.3
100,200,120,2,10,4.5,0,50,0,0,365,0.3,87.85
250,64.85,108,2.57,40,13.32,60,0,0,1.95,28,0.67,16.95
100,200,132,2,10,4.5,0,50,0,5.6,28,0.33,63.5
100,260,175,1.52,31.5,5.76,0,20,0,5.2,7,0.54,21.6
100,205,193,1.48,31.5,7.35,0,20,0,4,28,0.76,22.2
150,91.51,108,2.7,40,11.69,50,0,0,2.2,28,0.59,24.71
250,109.81,108,2.7,80,11.69,40,0,0,2.2,28,0.59,21.22
150,90,225,1.44,16,3.53,80,0,0,0,3,0.5,9
150,245,263,1.52,19,2.56,56,0,0,0,119,0.47,53.7
150,288,188,1.5,20,5.9,0,0,10,1.92,28,0.59,52.3
100,212,177,1.58,31.5,5.65,15,20,0,5.2,90,0.54,40.6
250,147.48,108,3,80,10.02,30,0,0,2.53,28,0.51,25.81
100,113.49,108,2.57,40,13.32,30,0,0,1.95,28,0.67,19.51
100,340,184,1.86,20,5.52,0,0,0,0,7,0.54,26.9
150,280,210,1.23,16,4.99,0,0,20,1.42,180,0.6,48
100,308.93,185.41,1.63,31.5,3.49,0,35,0,9.27,28,0.39,39.12
150,245,250,1.52,19,3.13,50,0,0,0,180,0.51,59.7
150,360,135,1.23,16,4.13,0,0,20,18.3,500,0.3,110
100,360,172,1.69,31.5,4.86,0,0,0,8,60,0.48,61.7
150,175,209,1.52,19,11.05,0,0,0,0,14,1.19,9.7
100,300,144,1.83,25,2.83,0,40,10,12,7,0.24,69.7753
150,175,248,1.52,19,3.49,61,0,0,0,28,0.55,25.1
100,215,172,1.28,12.5,4.21,50,0,0,0.75,28,0.4,55.55
150,405,180,1.23,16,3.87,0,0,10,5.49,3,0.4,47.2
150,340,120,1.23,16,4.86,0,0,15,22.76,500,0.3,99
100,245,198,1.44,31.5,7.71,0,0,0,4.2,180,0.81,29.1
150,340,160,1.23,16,4.59,0,0,15,4.88,500,0.4,85.2
100,206.1,108,3,40,10.27,0,0,0,2.47,28,0.52,32.38
150,140,105,1.44,16,5.74,60,0,0,7,7,0.3,57.3
150,210,240,1.52,19,3.86,50,0,0,0,119,0.57,45.4
100,189,185,1.58,31.5,4.88,30,20,0,3.65,7,0.49,23.8
150,270,135,1.44,16,4.11,40,0,0,11.7,28,0.3,83.8
100,360,172,1.69,31.5,4.86,0,0,0,8,180,0.48,71.6
100,133.5,155.75,1.44,25,3.93,70,0,0,2.225,90,0.35,60.9
100,300,144,1.83,25,2.83,40,0,10,12,28,0.24,90.7865
100,445,155.75,1.38,25,4,0,0,0,4.45,28,0.35,75.6
150,360,180,1.23,16,3.87,0,0,20,5.49,500,0.4,82.5
200,126.41,108,3,40,10.02,40,0,0,2.53,28,0.51,29.09
150,180,135,1.44,16,4.09,60,0,0,9,360,0.3,101.3
100,330,165,1.22,25,5.6,0,0,0,2.64,28,0.5,58.9
150,140,140,1.44,16,5.47,60,0,0,1.75,90,0.4,74
150,270,135,1.44,16,4.11,40,0,0,11.7,360,0.3,96.8
150,276.5,197.5,1.5,20,4.57,30,0,0,0,28,0.5,45.3947
100,120,116,2,10,4.5,0,70,0,0,180,0.29,59.9
100,308.93,185.41,1.88,31.5,2.9,0,43,0,10.81,28,0.34,52.82
100,64,161,2,20,6,80,0,0,0,7,0.5,19.117
150,432,160,1.53,20,4.23,0,0,0,0,28,0.37,44.21
100,120.42,156.1,1.33,25,4,70,0,3,3.122,90,0.35,66.2
150,80,200,1.44,16,4.26,80,0,0,0,90,0.5,31.6
100,270,175,1.43,25,4.74,0,29,0,4.56,90,0.46,50.3
150,340,240,1.23,16,4.06,0,0,15,1.63,7,0.6,49.6
100,120,160,2,10,4.5,0,70,0,0,1,0.4,4.29
150,400,188,1.63,20,4.52,0,0,0,0,3,0.47,35
250,360,195,1.35,20,4.05,0,16,0,0,215,0.45,56.97
300,81.06,108,2.57,80,13.32,50,0,0,1.95,28,0.67,15
150,350,210,1.23,16,4.99,0,0,0,1.42,28,0.6,37.5
150,360,180,1.23,16,3.87,0,0,20,5.49,180,0.4,82.5
150,210,175,1.44,16,5.23,40,0,0,0,7,0.5,36.9
150,382.5,270,1.23,16,3.34,0,0,15,1.1,28,0.6,43.5
250,97.27,108,2.57,80,13.32,40,0,0,1.95,28,0.67,16.08
100,400,136,2,10,4.5,0,0,0,5.6,7,0.34,51.54
100,268,150,1.33,25,5.3,0,25,0,3.57,365,0.42,58.6
150,280,247,1.52,19,3.24,42,0,0,0,119,0.51,58.3
150,280,175,1.23,16,5.25,0,0,20,2.85,3,0.5,31.1
100,323,172,1.35,12.5,4.12,0,25,0,0.75,3,0.4,30.92
150,360,225,1.44,16,3.6,20,0,0,0,90,0.5,56.2
150,400,188,1.63,20,4.52,0,0,0,2,28,0.47,58.7
150,297.5,210,1.23,16,4.99,0,0,15,1.42,7,0.6,32.6
100,420,126,1.83,25,2.83,0,20,10,12,7,0.21,78.2979
100,270,175,1.43,25,4.74,0,29,0,4.56,360,0.46,51
100,412,156.56,1.33,25,4.42,0,0,0,4.12,28,0.38,73.5
100,120,172,2,10,4.5,0,70,0,5.6,28,0.43,19.34
100,340,120,1.91,20,3.35,18,10,7,12.6,28,0.23,95.1
150,300,225,1.52,19,5.94,0,0,0,0,14,0.75,22.7
100,170,180,1.44,31.5,7.19,15,20,0,4.3,7,0.68,11.8
300,64.85,108,2.57,40,13.32,60,0,0,1.95,28,0.67,16.21
150,450,135,1.44,16,4.14,0,0,0,18,90,0.3,85.7
100,121.5,153.9,1.33,25,4.42,50,20,0,2.43,180,0.38,65.3
100,200,132,2,10,4.5,0,50,0,5.6,90,0.33,81.6
150,360,180,1.44,16,3.87,20,0,0,3.6,7,0.4,60.3
150,385,165,1.62,20,3.24,0,30,0,7.7,28,0.3,69.1
150,90,225,1.44,16,3.53,80,0,0,0,360,0.5,39.6
100,400,128,2,10,4.5,0,0,0,0,365,0.32,84.72
200,432,160,1.53,20,4.23,0,0,0,0,28,0.37,41.23
100,321,150,1.33,25,5.3,0,10,0,3.57,90,0.42,64.2
150,210,251,1.52,19,3.2,56,0,0,0,7,0.52,24.1
100,210,172,1.62,31.5,4.09,20,30,0,8,28,0.4,43.7
150,320,160,1.23,16,4.59,0,0,20,4.88,500,0.4,83.2
150,320,120,1.23,16,4.86,0,0,20,22.76,180,0.3,102.6
150,450,180,1.44,16,3.89,0,0,0,4.5,7,0.4,59.2
100,400,136,2,10,4.5,0,0,0,5.6,1,0.34,12.05
100,392,196,1.05,12.5,4.53,0,0,0,0,3,0.5,25.16
100,151.31,108,2.57,40,14.35,0,0,0,1.82,28,0.71,19.48
150,175,215,1.52,19,8.86,18,0,0,0,365,1.01,21.4
100,300,170,1.85,31.5,4.71,19,0,0,8.3,180,0.46,64.6
100,300,144,1.83,25,2.83,40,0,10,12,3,0.24,73.4831
100,200,156,2,10,4.5,0,50,0,0,365,0.39,77.4
150,360,240,1.23,16,4.06,0,0,10,1.63,28,0.6,44.9
150,175,215,1.52,19,8.86,18,0,0,0,28,1.01,18.1
100,470,100,1.5,20,3.14,0,0,16,12.6,28,0.18,73.16
100,325,170,1.64,31.5,4.45,10,10,0,8.1,28,0.42,52.1
150,197.5,197.5,1.5,20,4.57,40,10,0,0,28,0.5,35.2387
150,118.5,197.5,1.5,20,4.57,70,0,0,0,7,0.5,19.6053
150,360,188,1.63,20,4.52,0,0,10,2,3,0.47,35.3
150,320,188,1.5,20,5.9,0,0,0,0,14,0.59,35.8
150,320,188,1.5,20,5.9,0,0,0,0,7,0.59,33
150,360,225,1.23,16,3.6,0,0,20,2.2,500,0.5,59
100,300,170,1.53,31.5,4.83,0,20,0,6.5,90,0.45,56.5
150,80,160,1.44,16,4.53,80,0,0,3.6,360,0.4,68
150,360,225,1.44,16,3.6,20,0,0,0,28,0.5,50.4
150,354.53,230.45,1.86,25,4.82,0,0,0,0,28,0.65,21.9
150,197.5,197.5,1.5,20,4.57,50,0,0,0,7,0.5,18.6842
150,210,224,1.52,19,5.93,30,0,0,0,14,0.75,23.1
100,323,172,1.35,12.5,4.12,0,25,0,0.75,7,0.4,35.65
200,91.51,108,2.7,80,11.69,50,0,0,2.2,28,0.59,22.31
250,147.48,108,3,40,10.02,30,0,0,2.53,28,0.51,27.27
100,480,126,1.83,25,2.83,10,0,10,12,28,0.21,94.4917
150,280,140,1.44,16,5.51,20,0,0,4.2,7,0.4,50.9
100,120,160,2,10,4.5,0,70,0,0,28,0.4,22.94
150,280,295,1.52,19,1.67,61,0,0,0,14,0.41,33.5
100,432,160,1.5,20,4.19,0,0,0,0,28,0.37,46.4
100,300,126,1.83,25,2.83,40,0,10,12,28,0.21,96.8539
100,190,185,1.52,31.5,6.93,0,30,0,4.4,60,0.69,25
100,200,172,2,10,4.5,0,50,0,5.6,1,0.43,3.2
250,151.31,108,2.57,80,14.35,0,0,0,1.82,28,0.71,16.21
150,245,225,1.52,19,5.99,18,0,0,0,180,0.76,36.2
100,318.79,159.4,1.44,31.5,4.26,0,24,0,9.57,28,0.38,50.37
150,210,105,1.44,16,5.76,40,0,0,8.75,3,0.3,48.3
200,128.11,108,2.7,80,11.69,30,0,0,2.2,28,0.59,23.38
100,285,175,1.55,31.5,4.55,9,21,0,6.6,90,0.43,54.9
100,251,190,1.5,25,3.5,50,0,0,2,28,0.38,63.7
100,189,185,1.58,31.5,4.88,30,20,0,3.65,28,0.49,39.2
200,97.27,108,2.57,40,13.32,40,0,0,1.95,28,0.67,18.19
150,175,238,1.52,19,4.11,56,0,0,0,119,0.6,36.1
150,400,160,1.23,16,4.59,0,0,0,4.88,500,0.4,76.1
100,194,162,2,20,6.01,40,0,0,0,1,0.5,5.17454
150,320,188,1.5,20,5.9,0,0,0,1.92,14,0.59,34.8
150,360,135,1.44,16,4.13,20,0,0,14.4,28,0.3,81.8
100,215,173,1.72,31.5,5.05,0,40,0,5.7,14,0.48,22.9
150,400,124,1.86,25,3.57,0,20,0,6,3,0.25,41.9
300,151.31,108,2.57,40,14.35,0,0,0,1.82,28,0.71,16.46
150,245,230,1.52,19,4.91,30,0,0,0,14,0.66,28.3
150,280,263,1.52,19,2.56,50,0,0,0,180,0.47,66.7
150,70,175,1.44,16,5.19,80,0,0,0,3,0.5,12.1
150,450,135,1.23,16,4.13,0,0,0,18.3,7,0.3,73.3
150,360,135,1.44,16,4.13,20,0,0,14.4,90,0.3,90.1
150,400,120,1.23,16,4.86,0,0,0,22.76,7,0.3,53.9
100,200,156,2,10,4.5,0,50,0,0,3,0.39,26.55
150,245,218,1.52,19,7.55,0,0,0,0,63,0.89,23
100,327,190,1.5,25,3.5,15,15,5,2,28,0.38,62.85
150,140,140,1.44,16,5.47,60,0,0,1.75,7,0.4,46.9
100,325,170,1.64,31.5,4.45,10,10,0,8.1,14,0.42,45.8
250,126.41,108,3,80,10.02,40,0,0,2.53,28,0.51,25.49
100,450,198,2.11,31.5,3.83,0,0,0,0,7,0.44,35.973
150,197.5,197.5,1.5,20,4.57,20,30,0,0,3,0.5,9.45623
100,400,128,2,10,4.5,0,0,0,0,3,0.32,49.44
100,480,144,1.83,25,2.83,10,0,10,12,56,0.24,101.111
150,360,188,1.63,20,4.52,0,0,10,2,28,0.47,66.4
250,105.34,108,3,80,10.02,50,0,0,2.53,28,0.51,25.06
100,308.93,185.41,1.22,31.5,6.04,0,0,0,7.72,7,0.6,33.34
150,175,215,1.52,19,8.86,18,0,0,0,7,1.01,12.7
150,280,247,1.52,19,3.24,42,0,0,0,63,0.51,54.5
150,320,120,1.44,16,4.85,20,0,0,14,360,0.3,97.1
150,464,162,1.63,20,2.86,0,20,0,0,7,0.28,61.5
150,315,105,1.23,16,5.78,0,0,10,28.5,7,0.3,64.4
150,320,120,1.23,16,4.86,0,0,20,22.76,3,0.3,49.5
100,200,186,1.43,31.5,7.62,10,10,0,4.1,7,0.74,12.2
150,90,225,1.44,16,3.53,80,0,0,0,7,0.5,17.5
250,128.11,108,2.7,40,11.69,30,0,0,2.2,28,0.59,22.81
150,340,120,1.23,16,4.86,0,0,15,22.76,3,0.3,51.8
150,175,215,1.52,19,8.86,18,0,0,0,63,1.01,19.3
150,405,225,1.23,16,3.6,0,0,10,2.2,3,0.5,30.8
150,405,270,1.23,16,3.34,0,0,10,1.1,500,0.6,45.9
150,210,219,1.52,19,7.2,18,0,0,0,180,0.86,28.9
300,91.51,108,2.7,80,11.69,50,0,0,2.2,28,0.59,19.29
100,438.03,164.85,1.33,25,3.8,0,0,7,5.181,180,0.35,88.7
250,109.81,108,2.7,80,11.69,40,0,0,2.2,28,0.59,21.22
